postcode,detached_2018,semi-det_2018,terraced_2018,Flat/mais_2018,average_2018,detached_2019,semi-det_2019,terraced_2019,Flat/mais_2019,average_2019,detached_2009,semi-det_2009,terraced_2009,Flat/mais_2009,average_2009,detached_2021,semi-det_2021,terraced_2021,Flat/mais_2021,average_2021,detached_2020,semi-det_2020,terraced_2020,Flat/mais_2020,average_2020,detached_2008,semi-det_2008,terraced_2008,Flat/mais_2008,average_2008,detached_2022,semi-det_2022,terraced_2022,Flat/mais_2022,average_2022,detached_2023,semi-det_2023,terraced_2023,Flat/mais_2023,average_2023,detached_2012,semi-det_2012,terraced_2012,Flat/mais_2012,average_2012,detached_2007,semi-det_2007,terraced_2007,Flat/mais_2007,average_2007,detached_2013,semi-det_2013,terraced_2013,Flat/mais_2013,average_2013,detached_2011,semi-det_2011,terraced_2011,Flat/mais_2011,average_2011,detached_2010,semi-det_2010,terraced_2010,Flat/mais_2010,average_2010,detached_2014,semi-det_2014,terraced_2014,Flat/mais_2014,average_2014,detached_2015,semi-det_2015,terraced_2015,Flat/mais_2015,average_2015,detached_2017,semi-det_2017,terraced_2017,Flat/mais_2017,average_2017,detached_2016,semi-det_2016,terraced_2016,Flat/mais_2016,average_2016
HA9 8,687500,587748,498647,296844,492943,723500,560429,541556,250711,415142,420000,305337,330067,167017,263971,726237,615474,554324,361510,506852,700000,602636,535100,320961,457169,430200,358747,353065,200307,292651,863375,645125,648125,290226,509102,610000,649321,509494,255167,448035,507390,375512,331375,187230,298304,489000,367928,315037,193915,283766,521333,403749,308600,203670,311313,434833,380709,338974,181295,296491,485750,377535,317174,191612,292365,601000,464635,422303,219085,361080,668625,546385,458600,308740,397277,662500,579739,537086,259224,434566,717667,591820,536650,255656,456973
HA9 9,688050,689000,0,282077,453678,898750,637969,581750,315633,568183,441214,356947,301000,193971,305787,930604,669083,627100,308311,596373,809750,672798,421714,328154,526661,607881,413563,324852,197638,348066,1009167,764286,650000,311659,564221,1084625,729409,551083,344367,670705,566906,433740,337250,192893,357619,502371,412917,342850,204586,339148,626159,440348,297217,217706,415474,542367,415052,281143,191241,360179,584909,392860,314125,184071,337888,782313,502131,430000,234774,428102,802536,602966,608944,272366,467806,833393,669579,576375,303630,558788,836923,660909,520000,280855,489940
IG1 1,350000,367500,413022,249980,355075,0,427500,401197,237912,291316,0,220833,225682,217625,223287,0,418333,474889,215267,419218,0,507500,380030,226233,350805,0,308000,259556,191096,225562,0,457500,464179,254667,426944,0,425000,472494,176786,423251,0,0,230251,143093,203509,0,246199,254131,186402,228827,0,270000,249344,162320,211011,0,242125,227407,113500,219088,263000,239400,233599,194688,206414,275000,354997,270974,182816,233067,0,316500,316606,216373,265305,353000,386667,363345,268158,331559,405500,325000,364194,232499,302821
IG1 2,0,0,380678,352167,362349,450000,490000,366120,207067,315086,0,210000,215548,190405,202313,525000,410000,402776,178750,350991,0,500000,372379,170404,323564,0,212500,240540,177400,223683,427500,490000,430678,226600,375229,0,405000,424140,254429,371448,0,281000,216968,160182,199565,398333,271356,247311,166523,232182,330000,360000,239899,154722,222191,0,0,231650,142071,218309,0,170000,225545,190704,207155,0,400000,272695,172644,224724,0,230000,306533,174677,276243,360000,400000,357094,240977,328585,0,0,349909,210497,309469
IG1 3,805000,582437,532351,289893,490488,1055000,581385,561883,224536,456038,0,395077,311533,149183,269946,0,730500,586238,242867,504748,710000,620154,532584,236615,495892,0,358222,328570,169633,266388,0,736125,572050,245232,479316,0,775500,585885,243298,580872,0,429545,332875,150969,311644,451250,367587,335074,164935,276968,687500,434765,368711,143166,316156,356000,378527,325733,144562,283480,0,343643,301218,153129,260434,690000,440406,401908,170656,319662,0,510133,439871,190720,348793,467000,646077,494154,233607,428136,745000,592917,537409,224836,391700
IG1 4,1158333,662833,458692,312791,426714,1375000,739167,441248,238640,398631,682750,378833,268302,183250,283333,985000,628000,499057,245881,452745,885000,641714,473925,243449,407509,575000,488299,293069,173756,278503,0,658333,549852,257105,442980,0,667500,596131,253214,450566,365750,358333,314239,149118,270116,576667,405162,290774,199539,250412,370000,420200,302371,158557,261051,400000,323429,283600,144674,241174,0,342000,270662,158364,235381,499995,453200,348259,177029,296301,690000,548964,409026,217387,334593,526000,635333,475800,246566,373087,770000,653125,450870,236000,373250
IG11 0,0,326667,327744,284969,295685,415000,375000,364625,308194,334759,265000,201400,182830,115667,182830,320000,368333,396629,287179,329553,0,346333,435546,294796,355711,0,238500,195674,132746,180573,445000,415417,390648,290979,322389,0,425000,423818,234014,342530,233142,237497,208006,138598,191450,0,197167,192530,137057,174363,225000,196200,223750,141893,191082,0,162375,178812,106083,167430,0,175800,182677,115678,166737,278000,241357,229508,150963,191519,0,267167,269008,161579,214297,427500,324000,327286,281395,287559,340000,295571,296423,195935,236711
IG11 7,0,347500,315481,294463,301296,0,347020,319610,238376,273915,0,145000,171428,140756,145289,0,405000,358477,293995,314021,0,325250,348021,213394,282881,0,185000,196014,184506,188228,0,380000,368272,337983,345586,0,0,376621,252227,322961,0,192643,190853,119757,158699,0,232875,199373,185961,190449,0,186130,197154,132842,173231,0,179877,172115,148381,156926,0,168750,181026,143254,153347,235000,249950,228789,167910,196416,0,296400,265212,194073,220155,0,337500,313676,219360,260277,0,286000,306175,221331,253268
IG11 8,0,630000,370125,196674,231692,0,519167,340200,216260,257569,415000,327000,195750,122250,161672,0,680000,388524,251178,278787,0,380000,365929,292262,296799,0,370000,201828,150868,173371,992000,262500,420000,210220,243526,0,683000,333200,220600,260038,0,339000,229333,128080,165111,0,313332,203898,150010,169563,0,0,214642,134082,163762,560000,382500,211667,126163,193711,0,272500,211071,117778,163150,0,0,240224,148296,179660,0,476250,277360,155228,189651,0,0,348125,204769,233440,0,370000,332975,191295,229066
IG11 9,437500,423409,423312,221611,394034,445000,494533,420517,203970,389054,410000,265583,241154,127557,231745,0,544571,465673,229900,430272,660000,444950,426586,214036,379784,495000,316271,257671,151486,251176,0,570059,517592,237351,441776,825000,595250,494473,229671,449069,0,299250,250416,130352,235367,285000,300370,256929,150633,241544,0,305416,269172,128934,239690,344998,292105,254919,123875,235998,345000,264833,249370,131356,232476,355644,331929,310689,158010,275244,422663,343900,348953,183996,301740,0,447000,409660,214733,377883,420000,481951,415671,208037,374256
IG2 6,550000,568000,497099,271177,414026,0,650312,483926,276135,446227,0,333250,261629,162076,199895,727000,643615,519865,271384,505674,0,537800,500750,291154,456197,0,347462,299329,193152,246182,677500,634643,572435,304000,528354,590000,617000,551370,252166,503963,352500,334807,309857,193536,284659,458333,343403,297572,209904,265830,416200,368464,334015,184216,320346,460000,314636,288190,154725,265841,426125,334095,304250,174012,230246,460000,421805,357287,201598,334233,502500,453933,414441,241997,362049,585000,552233,529787,280501,437245,605000,558750,476160,304768,386751
IG2 7,740000,457857,441809,245783,389269,0,472557,445872,229981,381649,0,268423,234575,138900,215056,500000,520382,496677,243088,455610,514766,435236,452920,256250,402769,320000,329333,275271,177545,246706,595000,545214,515545,240364,441608,610000,538949,539955,239937,438515,222000,283067,280656,137250,248032,433332,300182,275904,173068,240806,575000,287524,271300,149547,230742,390000,293182,256661,149520,238705,292500,285132,259713,156774,237402,321600,336400,336376,191594,281508,375311,389810,367234,213245,307141,485000,459346,428338,254789,359334,344000,466000,418583,235338,342088
IG3 8,438750,399167,427225,236821,381887,535000,417989,438016,239406,391430,0,279778,236385,152342,184761,575500,576300,479235,244859,435288,0,445000,438612,237833,399202,340000,288000,268350,180523,234264,0,536000,489129,250513,441321,750000,514600,499792,254443,467664,0,244812,257454,144207,232927,455000,310901,279920,168390,251038,322500,265846,281380,151740,251900,296167,272791,250242,138100,236245,411112,243643,257686,130375,252334,416183,329334,323594,169575,280521,439000,386500,348524,198804,320872,540000,465278,431538,237426,377281,660000,433848,384812,205068,339985
IG3 9,543286,515771,452272,212028,425104,509571,563000,442594,219579,424804,451125,330714,267379,153158,258860,774917,605463,500691,239179,506457,680750,518976,481833,221000,472833,658750,338307,278988,172498,258576,702667,590083,537183,252675,519281,693500,580000,497667,248625,494503,459000,316632,266783,135136,258570,518941,359500,292842,169365,289692,405000,348942,287177,144812,285803,402575,314360,275937,142014,276721,510667,359600,280323,141844,293461,581125,391672,325265,153908,327247,511100,418000,386515,176196,348235,712999,510310,451349,234792,417639,762222,501196,429500,236688,425228
IG4 5,0,556181,568776,244091,496029,550000,596000,539397,234500,461324,0,336321,311532,156297,277062,654250,638029,588915,188143,564145,508333,575444,565550,142050,484423,0,377550,331083,167710,306086,725000,642350,609677,220179,522969,817500,636821,573043,146600,514214,471562,368761,354012,139664,322436,437856,404482,324876,170724,314590,505000,379586,360871,160833,330600,330000,359675,343972,135763,304763,398000,378687,342750,137464,315780,486667,436783,402155,188391,362797,593750,483690,475680,169559,412767,497000,585412,515054,200561,485547,583050,563000,549310,199022,455215
IG5 0,598500,526718,487137,272515,459839,467955,542567,471385,242332,465755,361000,309020,255612,159330,268545,698036,571951,541438,272767,526448,576000,513066,526323,255000,506935,400875,347904,296638,167433,301007,568222,612425,578169,267520,528695,701250,610062,538150,201969,506653,395889,331500,302915,159583,310880,378600,338067,311100,175662,295206,422167,345274,305629,165567,306887,442125,329419,310699,164900,302744,334875,321708,311740,166961,294894,379317,396312,372213,179095,343786,458868,461854,414777,214860,395632,521885,514339,470760,267195,460414,580500,497259,460352,254741,447664
IG6 1,583200,509844,489682,354150,448080,528000,503618,487652,265933,458573,240000,300312,265060,154596,255112,619286,597710,546076,307537,507481,555000,555262,481200,230479,457459,442500,371444,301849,186964,300883,1207500,629781,573401,298212,505026,0,676714,537325,304125,473244,233000,329442,285800,172521,282497,396000,313393,298671,187152,280741,209000,326095,316281,211432,271393,250000,332155,281549,197275,268061,320500,320452,282194,179667,278785,461823,392469,377733,221574,333736,465111,460192,421271,245947,408034,0,451954,513207,313250,408084,573571,451031,458354,277525,422208
IG6 2,660125,487273,448036,276222,428720,649286,460192,444864,264690,431154,472650,262590,226193,158082,236331,809500,526642,476258,274500,471881,567417,470479,435127,267176,423679,451300,303129,272850,172250,265655,750799,558737,512116,296900,490356,643333,540406,488435,245900,464837,438944,300191,252547,160958,264180,418875,298116,285139,188787,271496,499639,300686,279091,176700,279934,438500,294462,259801,163114,261942,468850,279375,259410,158354,252226,543143,342022,315621,193202,302996,478091,393217,361409,217163,335143,597778,439888,448977,276474,398862,538888,428355,408826,241279,390640
IG6 3,567500,400934,367062,248194,351132,570000,425250,373918,282045,377706,0,223496,215250,128450,207183,610250,435189,417938,256724,398201,539950,413684,384488,268929,382843,362500,259545,234254,157270,230399,588750,488361,415646,285577,421550,630000,484300,458371,251143,446105,320000,235704,223263,153181,216571,397167,241479,236759,157412,229963,292375,241922,244836,165549,236355,340000,219250,209916,177861,210387,0,224468,213539,157857,210016,312500,269650,270163,182659,254613,327500,324493,315080,200512,293162,495000,426105,369925,247953,357426,439000,388808,377265,265744,352094
IG7 4,724687,409687,393753,278142,409434,721316,374437,385087,280445,391710,0,217238,189409,140769,188694,731667,426141,400004,279812,407562,729200,450726,426218,277542,466117,0,248250,221210,141462,217432,722500,445571,414125,276020,394141,0,478940,388662,259222,387425,326500,228117,216047,149786,211628,485000,234195,215094,175493,217702,0,246450,225784,150167,214707,0,235833,208603,149886,212681,0,210722,211522,148286,203377,685000,280269,258005,178375,248165,502667,313407,283667,211456,275013,683999,412352,374369,275602,370767,0,387722,333071,228500,328173
IG8 0,1086005,839422,631503,382478,728075,1154315,920734,545787,358096,715876,657854,508224,293286,225976,437041,1308906,939209,555272,388889,823587,1072554,861656,634187,400017,746815,713491,584667,327950,239683,465533,1171987,943087,566137,407322,798366,1499833,985133,565026,439984,888688,818691,582919,371000,255990,492070,727971,525117,332284,247615,449622,848510,598922,342893,276681,522491,813273,549991,332893,284618,493486,749058,640821,332692,286317,515091,902302,650513,442338,384446,590867,948638,747668,478051,363274,632689,1036387,910829,545460,468812,734923,947810,751140,492685,390105,626475
IG8 7,537500,567573,511717,320273,507043,646250,587845,497706,297165,493783,407400,294250,275429,165374,261908,588333,608417,541153,322222,530716,0,616309,532241,310000,517568,409500,309693,273546,170231,267759,732500,680167,574021,326742,525393,527500,599406,599713,262187,550999,370500,335546,295030,172250,293775,0,328158,280774,170974,270356,310667,363320,316336,198054,308882,436667,323590,293052,186038,290815,382000,333975,290757,168409,274532,423239,388692,371243,222846,345359,400000,493830,404417,251491,401110,0,532797,481284,304084,459091,670000,525286,456871,262848,425874
IG8 8,764000,495344,511171,417580,503845,1187500,534900,481398,364500,479599,545300,305562,287910,241404,292379,931429,556976,522120,455678,529493,688333,525056,516129,389398,487605,848750,315169,281345,281305,325866,1950000,601040,562017,428124,554317,1166667,522447,583138,363125,563432,388750,303447,312562,295843,305703,722583,316818,322092,305811,327748,860000,337043,359898,284136,339724,925000,307865,270446,341039,323461,764625,316374,395038,335639,364348,835153,389593,373432,324295,394884,657124,431675,420742,336375,414875,892450,489248,510699,428050,511259,764167,467475,451566,384739,435474
IG8 9,980112,754525,624612,292150,558921,1188417,675568,648948,325779,576726,466250,363464,317207,208850,302431,833571,729300,664190,289173,591340,741000,723431,636543,297655,552118,713750,410500,408461,234257,337438,1062500,838922,734121,354795,689005,1195000,777309,663583,294252,644437,634286,431042,378888,195079,362401,653388,439953,350247,204535,341769,533833,467591,435544,227215,399838,492166,450513,353741,202946,356542,503550,426952,368878,193589,336034,778333,586709,438027,228384,400157,732167,582875,539208,270104,455665,727500,747912,627747,313544,577835,1040000,661865,569570,312158,529564
IG9 5,935000,0,725000,316250,645500,812500,0,0,334625,573562,505999,210000,375000,236000,418874,992333,1620000,0,310000,789571,1003667,820000,0,333667,784300,471250,0,0,208750,313750,1095000,0,0,352250,670571,1105000,0,0,379500,782556,525000,500000,0,203137,306258,613524,340000,440000,201279,428370,611333,0,0,204500,407917,546667,0,443000,202000,394417,480000,475000,0,185750,348111,666333,640000,500000,290300,446722,726000,605000,557000,254499,505375,970000,0,0,383400,481167,951667,0,0,321000,557500
IG9 6,0,470000,553000,0,539167,0,510000,568286,315000,526385,450000,305000,338923,0,339471,0,613500,528727,368000,542325,0,611500,581111,0,591964,0,272667,312722,214000,284967,0,620000,613143,356000,575692,0,560000,667600,365000,609000,0,300225,353955,240000,333400,413000,371667,335953,0,349014,0,354500,387571,198250,360771,0,286000,338500,208517,292879,0,275000,303300,221000,294083,0,395000,363750,0,374167,0,416599,506900,0,476800,0,555833,527667,0,537056,755000,518177,510600,0,529681
KT1 1,0,0,1990000,625750,749773,0,0,0,522500,522500,0,0,0,415679,415679,0,0,0,479385,479385,0,0,0,486140,486140,0,0,1200000,367966,416909,0,0,0,618114,618114,0,0,0,613997,613997,0,0,0,411795,411795,0,0,1056812,384737,410098,0,0,0,385568,385568,0,0,0,382043,382043,0,0,555000,360829,381268,0,0,250000,563257,552070,0,0,0,547656,547656,0,0,0,548708,548708,0,0,0,506633,506633
KT1 2,942375,745491,528200,398421,531994,822500,699636,607192,428663,533112,547617,365357,316653,237514,318160,976497,683397,692342,419512,549044,956750,727146,796271,432468,564485,544323,435013,355662,249902,336025,1020000,811866,847750,557452,643799,1127571,915050,783850,461986,639249,638353,494373,462684,259886,386516,582113,471229,392415,248003,322364,666071,540140,486676,271878,398132,534929,488980,415064,255667,348183,675467,477160,416678,240820,362577,822611,620343,570603,325765,458606,844550,633243,575955,357710,474195,825000,735965,813000,418818,556818,863608,625682,628231,401429,521099
KT1 3,903562,663610,534316,328140,568155,853333,589430,574250,325241,516574,464286,334745,272431,201698,289397,1009600,726765,545397,388189,587667,905955,683362,512957,342317,588923,521690,377620,297581,204022,300396,1153500,800446,602718,355733,630702,1097400,773099,654900,365473,676888,505272,437059,308947,218021,335854,491456,397611,297907,212523,317551,568000,490498,367500,231447,367784,545750,401642,320041,236568,341449,579571,402327,294529,208036,333677,839214,569229,401499,261313,432087,790000,577091,421000,302953,458510,813214,642337,471376,344085,521462,895000,627723,510275,349844,486600
KT1 4,1226667,700250,955907,406740,624474,1164000,862908,884500,380597,601259,859500,434700,410000,319998,397248,2202929,1182115,796357,467819,838622,1279375,1004590,694583,456915,612211,3062500,605000,345000,289606,497969,2015000,1065833,960389,501617,650082,1233450,1095000,909681,440351,607810,771250,926667,502857,282494,425496,1078571,534272,427322,314418,420037,624500,985937,733375,330223,446679,1346812,545772,479372,286828,414572,1255000,570000,471429,292013,383519,815000,634992,590400,415538,460840,737500,942700,617500,384225,539583,1321250,1022500,761421,473470,611781,1567000,962500,661990,475260,638015
KT2 5,1054274,805680,732107,496602,623513,1196391,804488,694786,538127,642068,569764,469568,383692,236595,401925,1438886,946818,791822,462655,794445,1150736,885866,755050,435170,692667,588898,535851,388017,260428,401414,1508058,1003612,858975,519508,823421,1409187,1085887,894556,506260,875456,768583,523893,481009,305959,439918,756289,486393,368262,270345,392833,845432,655179,491965,402090,513783,763067,522943,442634,280866,417983,725092,534746,426199,261851,417720,927270,767741,593225,454093,533120,1216423,779239,656364,492792,681915,1401389,856479,685445,437662,680863,1233136,856929,680045,438769,688823
KT2 6,917616,796757,655240,323135,580896,932847,772274,714345,358757,639464,432424,395925,314319,208483,332209,990099,903742,706187,390136,681011,988700,813301,562233,374451,653158,522437,492435,349895,233180,388830,1179550,933376,784785,372394,742029,1081205,969080,735211,342150,774175,674154,517243,454260,244176,433910,573994,465752,382183,254202,347197,649218,588199,448417,276437,441165,635150,523854,394810,215973,421363,545973,472296,374278,229113,396647,808054,713177,557731,316175,512505,901929,722717,580123,323832,573615,875450,747516,634839,375845,615952,933500,820779,638323,379925,597808
KT2 7,2266554,1291250,733362,373027,1037463,2960947,1275714,773176,355042,1088358,1254312,724714,431145,220187,704353,2648429,914286,892227,426212,1207248,3474268,1337857,879227,415941,1678109,1880252,1059000,513195,252741,731747,2641648,1708286,858447,466015,1250621,2671111,1743000,820435,518748,1536016,2062400,787487,464841,278679,828196,1748347,654218,498692,262474,650841,2369583,958467,496962,291233,864008,1362937,695556,507346,249529,600948,2604081,701662,479996,262874,914330,2423018,1058429,706737,328388,894208,2346800,1330000,671571,324918,815804,1883844,1013750,659278,397222,908148,2580661,1296786,761119,370048,916454
KT3 3,929321,705833,511992,296714,574915,1005000,757090,521467,283155,593674,598240,360547,275229,164910,310684,1119633,744250,597582,412596,627895,1041579,656356,543294,380316,611998,787583,403188,312359,210722,344241,1461752,795224,607712,418054,606963,1113792,866762,601732,307382,700251,898053,479066,328357,204052,395193,671506,386473,306223,209115,323878,763237,482827,377570,223106,400090,648342,406784,286559,196696,351375,743325,435132,318060,165057,352690,850458,621649,439862,241573,439884,908106,653737,459580,255451,497751,1033681,735378,538711,300420,629694,853889,693999,522007,298351,520530
KT3 4,1340000,831950,613545,317750,802653,1534022,793583,660610,435522,585577,554286,436470,359247,170556,376092,1454312,893303,706346,390828,795020,1772500,806179,522307,425826,574744,1100580,417652,371611,175000,489144,1750077,1008346,744897,342694,854024,1861700,995135,700600,401056,1003257,1049350,530200,408717,232987,488621,794359,426438,344667,205682,422102,1092800,603952,411875,236990,502363,1003705,519417,362995,195400,522529,784727,479760,338036,193361,434406,1037724,728167,509531,290230,581931,1692143,765558,545798,311921,593292,1464000,806733,680930,322239,716101,1491432,834768,680560,267619,518064
KT3 5,764028,654020,523412,302400,589143,759500,652809,487059,301661,600788,421789,334538,272169,181567,317305,759734,729519,569109,324180,646323,754656,667653,558647,277687,621149,478437,365547,290111,208065,328681,991597,771249,641906,355094,667226,1079197,734294,496778,351606,692576,573690,404836,320650,206895,385262,529218,384740,338569,201322,352593,520595,443964,374188,229403,400474,500212,407512,301206,201957,351408,697300,365917,305892,187305,364905,699337,503444,454757,232639,483374,637115,551826,438474,268293,478660,672059,598850,496885,294550,557985,703208,612499,497395,339556,562041
KT3 6,715636,646900,524064,350136,549381,704583,617389,531942,288200,512118,552492,328810,275685,186222,300786,732545,676584,583522,372661,572158,666875,618095,576005,330633,553008,417000,371596,295262,220517,301963,1006436,735090,628665,366111,688463,1061625,792865,626574,326750,696604,512916,383298,334119,197000,353558,464725,371487,313413,215661,325557,548747,459596,376577,238911,398962,476828,377155,312232,230292,329598,493875,371600,312467,214275,325890,625969,518079,432447,275409,445461,764545,519901,485891,315638,485613,663833,640352,534240,341375,543824,735625,615048,527522,335781,529154
KT4 7,632500,661298,543875,233889,550603,912437,641052,448667,265532,560757,408583,353351,292000,164942,313254,1001311,712076,522667,241885,630606,658375,669414,543062,269167,586250,566650,428661,316292,181182,311232,979714,784464,533500,264417,661676,1056667,764876,668333,277842,633674,642111,441509,304186,172515,381558,466967,414839,316077,187707,339302,533444,433686,346529,175841,372525,539375,427652,348500,180564,384718,482000,417322,360228,177136,369314,617600,545486,428608,196517,412792,594714,589634,453556,227422,459989,525000,670512,521029,298423,517673,727842,647919,480062,308658,514807
KT4 8,555735,548611,449038,297180,461931,508981,560921,447478,291102,452114,381354,301883,244256,180035,255071,657647,590068,489744,298387,514830,707643,603657,464247,297471,491348,487821,353598,273959,204435,302525,778973,638102,527986,326494,532369,683750,667019,521131,327549,533275,452441,349738,302138,185424,311345,482449,354468,289860,214925,306867,418725,376204,310212,208549,313182,420429,377076,302625,192546,304893,428997,335130,274882,197339,289112,451690,449103,361860,245406,364239,579089,481308,390369,269438,396110,684714,539640,440183,303969,457786,704961,518113,453487,285556,449490
KT5 8,1069477,722358,568932,373884,572935,920450,759001,570709,354412,532551,570147,433125,309233,213206,328480,1049185,797365,621315,392951,594706,1250000,746650,617308,369193,571021,643272,441665,399638,225512,339063,1452500,834046,741093,393295,610544,1072000,872892,571150,365939,633759,760898,526107,413339,232177,396320,637270,454378,338529,230890,346962,708600,535641,418728,259559,390981,704229,487245,336732,228214,371524,610881,429738,363823,223159,342774,785667,671600,492171,302972,459973,988665,666852,529420,318360,506244,1042458,754791,576780,370228,595184,1081786,792844,562872,354167,577775
KT5 9,634444,623657,475114,300177,550514,689682,610368,430450,270804,527218,368695,326579,222300,164964,276667,702353,691039,461238,308383,586491,612328,660446,442389,335659,571872,334990,384206,280889,211896,309944,741944,731468,483278,337307,605330,787433,717669,524369,356500,614729,407725,419831,261743,204383,357760,409122,382098,275289,206559,327237,449324,450718,274347,239169,386700,419472,383494,250234,234775,327506,390233,382112,257519,214286,339458,540306,517710,388855,243003,432663,604273,547708,369628,252125,413938,644500,617121,403432,335591,546545,542400,598342,369050,325655,505312
KT6 4,0,888482,672600,416762,492767,1107000,819030,724364,396291,472986,403300,399483,386545,219288,246696,0,996125,723239,425407,501488,1195050,777937,701314,451034,524290,603750,657250,458650,288179,331192,1260000,893804,801289,456325,553355,1415000,1099500,1203333,389055,541297,498000,573150,506421,314759,345039,1153500,592933,429920,263126,309758,952500,662324,539089,308085,346749,689125,495229,471269,266679,310065,460000,578383,455346,275468,308691,678000,676216,619416,374886,404998,1190000,747812,659688,392337,433006,1647500,933012,704591,440198,517410,1557833,942500,797254,453949,519299
KT6 5,1477500,775625,405000,421041,482029,1480000,636091,391222,466707,547933,925000,344286,258125,201318,250236,1385000,1052333,502147,382135,553358,975000,756577,532767,383739,520767,635000,485420,279939,219773,320765,1202500,846258,611067,380476,598524,0,869650,701833,348393,592833,670000,411594,305983,250133,296431,430900,400871,316833,233138,279028,1094400,585492,305963,244559,379124,922667,525591,255942,252621,329529,571500,513126,289848,229825,303438,1105833,549869,469950,335765,421688,985000,643222,413624,292697,392744,1358317,677390,493333,371386,516456,799000,805611,486778,370877,484837
KT6 6,1081017,835556,466940,377806,491876,1228483,787658,747000,359994,506338,857308,454024,343772,231328,342872,1456667,985125,725000,403687,570190,1280629,808250,727064,377435,596756,845000,652000,453333,248176,353906,1813398,1165857,993750,414300,643356,1667841,1452625,991000,396226,712838,1107091,649079,367700,263535,365130,911947,669571,467347,252591,352213,1026333,589962,552119,278536,397513,964778,591950,500000,242030,361979,967208,725993,443500,249131,359868,1095675,830400,662412,332992,511007,1287024,1038550,920112,377077,530176,1364428,1182500,833333,382934,563934,950502,981250,843333,391254,472837
KT6 7,740000,573150,515626,353981,522269,677000,580551,514496,367602,495675,384250,297417,269073,183452,271843,815308,596329,562514,357632,532484,836067,558654,511210,332922,511286,400286,335912,304688,217135,304727,804278,678339,564334,319319,554962,696875,668089,573704,355468,593000,426385,357463,322372,207708,318093,412779,344627,294038,202049,295069,525763,414193,336528,249948,352981,436750,353756,286047,205679,321752,416154,352744,292177,201544,305962,544536,515582,387896,260817,418091,593997,542017,444930,279626,460031,649000,549938,472463,398515,484495,668045,528224,493933,327563,475024
KT8 9,0,1100000,1260000,457500,778571,0,0,0,550183,550183,844975,535000,0,371667,556658,2050000,0,1325000,364075,1257593,0,0,0,423786,423786,5450000,0,837500,279021,541019,5750000,1015000,1737500,0,2560000,0,0,930000,474000,626000,1560000,0,1200000,351875,694583,1326000,489500,651000,360000,943389,1243333,1200000,0,364900,750500,0,375000,500000,397500,409000,0,620000,0,302500,408333,3100000,0,1883333,472510,1234728,550000,0,0,433333,462500,980000,1630000,1100000,575312,858750,0,784000,691155,393050,468985
KT9 1,517500,471010,387931,256250,413781,547312,432796,389022,258000,398321,355375,276115,217700,154231,252493,658833,477970,432243,268611,438964,587143,469439,399643,264048,413765,319590,275395,236294,167837,244508,675825,548318,446326,306100,479408,845000,505313,465153,267875,455852,335143,293465,248344,173347,265696,364556,281412,244665,185428,253241,398812,302925,254997,176448,272114,340142,266168,237442,174607,240671,438400,274265,245024,172794,246980,522556,357710,300018,205808,315603,482246,391255,327654,207176,336546,545212,457381,368915,292818,416689,593500,437860,375100,235509,378633
KT9 2,488250,437764,394029,284344,375455,555429,430887,391159,264820,392487,389350,254221,214340,175585,233352,590500,468023,422395,288303,405348,627312,451096,407896,278193,412636,412864,295238,244302,191966,258355,650045,555786,453761,299451,472206,629286,502427,461309,291780,447895,346026,275041,248072,181395,248330,386131,281026,245520,184658,249388,389767,302609,270856,187691,271461,346244,285020,246417,172021,257449,375371,285464,241611,181811,253273,429563,364022,331921,213227,316678,524895,377661,355273,242082,356126,592100,443637,407387,290849,404526,497794,438982,389494,274731,382720
N1 0,0,0,1626159,565386,851627,0,0,1540286,634737,946484,1040000,858333,978710,349927,538715,2071500,1777500,1621357,651901,967932,1800000,0,1680077,554224,923570,1200000,0,803842,335529,392724,0,2305500,1958775,690756,1136780,0,0,1764900,717247,1051604,0,0,1375432,433557,616091,760000,1160868,995013,344486,531031,0,940000,1380417,514952,747878,0,1359500,1073510,369575,523561,0,996667,947529,394991,575617,1450000,0,1660766,545135,806457,750000,0,1557138,573936,860826,2850000,0,1545464,668470,922144,1092000,1987000,2012750,674253,985379
N1 1,1457500,3090000,1722250,759706,1048383,0,821710,1902000,973240,1081392,1172500,684000,904656,395364,552729,915000,0,1722854,801706,1012455,5275000,3000000,1853719,900645,1073049,0,2185000,1080833,413107,638040,1300000,1766667,2205750,727804,1196369,2200000,0,2157521,833384,1223336,1307000,745563,1439870,523581,816641,1012500,1108937,1095387,388987,624140,967500,2000000,1523803,507804,816395,1005000,625000,1256347,455936,661609,1279000,1352000,1140775,459430,600137,2355000,1035000,1588124,579424,871214,1662500,4025000,1769736,672113,961095,2700000,7930000,1777128,667218,1050790,1775000,0,1760786,652811,936357
N1 2,2600000,1965539,1851500,666728,1001771,0,2530083,1584070,570144,934214,1250000,1587500,798250,417408,591372,0,3206923,2063643,645883,1211703,1225000,3713100,1533868,727637,1173189,2762500,1526712,830393,388592,579430,3450000,2653571,1981895,633602,1010028,1575000,4073333,1544863,672789,1038755,0,1704375,1169082,423985,659635,850000,1888333,967559,406775,565916,2750000,2369400,1618417,525476,836837,665100,2396421,1146288,432627,665129,4075000,1962500,1115807,403493,632952,1375000,2076000,1520890,623007,893594,3335000,3009250,1780794,671029,1036319,0,3222571,1476166,654965,991784,0,2503333,1645567,628511,883026
