postcode,detached_2018,semi-det_2018,terraced_2018,Flat/mais_2018,average_2018,detached_2019,semi-det_2019,terraced_2019,Flat/mais_2019,average_2019,detached_2009,semi-det_2009,terraced_2009,Flat/mais_2009,average_2009,detached_2021,semi-det_2021,terraced_2021,Flat/mais_2021,average_2021,detached_2020,semi-det_2020,terraced_2020,Flat/mais_2020,average_2020,detached_2008,semi-det_2008,terraced_2008,Flat/mais_2008,average_2008,detached_2022,semi-det_2022,terraced_2022,Flat/mais_2022,average_2022,detached_2023,semi-det_2023,terraced_2023,Flat/mais_2023,average_2023,detached_2012,semi-det_2012,terraced_2012,Flat/mais_2012,average_2012,detached_2007,semi-det_2007,terraced_2007,Flat/mais_2007,average_2007,detached_2013,semi-det_2013,terraced_2013,Flat/mais_2013,average_2013,detached_2011,semi-det_2011,terraced_2011,Flat/mais_2011,average_2011,detached_2010,semi-det_2010,terraced_2010,Flat/mais_2010,average_2010,detached_2014,semi-det_2014,terraced_2014,Flat/mais_2014,average_2014,detached_2015,semi-det_2015,terraced_2015,Flat/mais_2015,average_2015,detached_2017,semi-det_2017,terraced_2017,Flat/mais_2017,average_2017,detached_2016,semi-det_2016,terraced_2016,Flat/mais_2016,average_2016
CR6 9,405000,437000,0,0,421000,450000,495333,0,0,484000,0,307500,0,169950,261650,697500,540000,0,384000,530719,0,429375,0,0,429375,348000,313737,0,247500,308408,0,590000,583500,0,584583,0,571000,600000,0,585500,360000,290250,0,0,313500,520000,344250,0,0,402833,345667,331250,0,0,339900,0,323667,0,0,323667,525000,324250,0,0,424625,0,382333,0,0,382333,538333,0,0,248000,465750,465000,0,0,0,465000,495000,448750,0,0,464167
CR7 6,0,401000,380589,212269,333778,0,462125,389389,212962,355155,0,235612,222104,124714,205586,650000,439000,419666,254125,406884,0,347250,410395,207729,345605,0,280086,240036,155250,236321,615000,480167,456232,246182,417613,910000,500000,441283,188375,427833,400000,277500,248462,128278,224108,395000,266396,242424,157111,209901,355000,264214,254275,138864,237633,409950,248750,230286,143250,208721,0,257786,226660,140184,190241,0,282475,294530,166767,238764,450000,381260,337086,201031,299341,675000,463083,394623,234593,360635,0,418333,383079,222750,325656
CR7 7,505000,483333,363086,247487,330249,375000,366667,369056,244420,324163,0,208625,200657,133994,190986,350000,449955,396641,247500,358503,395250,411812,379669,239765,347081,556100,261650,240907,149752,221067,495000,482333,433667,271500,400504,685000,446207,412599,227000,382851,0,251050,219637,144573,205641,288667,271112,237943,156189,218090,279000,261939,234736,148680,217871,0,284619,208287,139119,199517,274000,245988,210529,130083,190534,377000,343231,275553,166436,241478,307500,354964,316128,187110,270329,368500,423269,373781,264149,347647,267500,405944,352129,227845,310380
CR7 8,570000,480419,402353,251450,350837,525000,452139,395320,266216,360647,310000,248971,205858,144515,195719,597500,481860,433285,275090,379464,564167,421227,432497,271254,363868,290672,285530,229507,156853,211537,472333,467169,464823,287547,397488,487500,503000,412776,267958,383192,283500,277750,215002,142485,209193,393194,296896,233000,154070,213695,375250,297399,240274,148072,227463,335000,238724,210576,138161,200844,360000,248544,202718,142820,191992,255237,358522,272159,178416,246606,426643,413607,308687,209536,283850,0,406952,382193,262466,335860,490000,446442,351255,241364,318921
CR8 1,660648,546150,506400,238775,557219,654947,557528,484333,269167,536395,432043,287934,268550,156000,343698,717214,608620,501917,345653,533914,667604,625051,645500,362556,571789,440600,322153,319500,217750,361767,783162,635453,610714,326859,634332,933306,640929,480000,311805,677750,440795,342962,328625,162393,383462,421428,347951,306094,177027,338339,460685,366253,319250,157250,388947,468455,306500,314333,161300,358509,410958,332857,286207,158833,341542,521372,399370,285000,237071,435597,589925,478111,386900,236292,492973,704967,513781,481667,246050,560588,618950,521079,430161,231286,525334
CR8 2,654907,496375,399421,264141,382016,740025,563391,404013,309348,461761,440215,270685,213145,178918,247085,789667,582983,443236,333592,454336,694553,550208,410105,306875,444842,471552,313498,238539,200683,263448,863235,615205,467404,357503,459955,896842,567971,452161,267215,498561,508672,303773,256572,189209,293619,559811,344954,254637,189834,295118,525377,319385,265769,195243,300587,481126,327125,233475,190650,284563,639703,287835,228456,191835,281339,630567,430869,315102,225501,340539,619818,433550,336846,240476,340783,727107,472666,388790,292508,385938,675381,514487,389533,264465,405036
CR8 3,981497,751429,0,451781,734012,1007050,591091,0,389308,648706,806202,415550,200000,208062,646216,1118634,898697,585000,426870,671294,1135214,781591,0,406573,688494,906710,457667,249000,270944,675527,1211446,902500,0,431371,840049,1175700,951500,0,306227,876814,720230,554583,0,214250,623274,743085,454297,168500,243708,530318,754947,487111,0,287258,539956,1118029,536177,350000,179333,918339,749031,437250,250000,222066,591247,828115,682500,840000,240818,688548,1019712,694900,325000,280341,806566,1030361,745000,0,336467,810794,1068682,690000,390000,308053,769669
CR8 4,698435,467577,360071,209625,494155,741755,503891,367556,280604,479830,454386,272671,228812,163945,309870,814777,565928,404082,341417,525267,752000,487310,368850,342966,468065,455800,322824,252200,170623,264821,855700,613883,457429,330734,554112,840845,600417,403500,291896,605428,493400,330104,249900,168969,339467,476498,368358,240900,173030,310557,525797,357250,237421,172565,345306,480629,295655,231389,171750,316621,498972,317731,209857,153000,348580,597421,415671,282508,207526,395067,677163,468143,326033,212215,399326,730893,509250,451714,235753,521309,658974,508912,336309,277037,435046
CR8 5,768233,492017,366770,286983,523663,729825,425037,363375,252932,468771,578568,233890,201416,207911,356245,832432,460224,384060,327689,518298,708799,435592,389779,316848,489666,569278,270240,257367,179240,366794,948986,557389,480897,312445,614272,868759,493338,437875,281767,585833,476749,308453,237974,193452,334603,546306,295679,253815,210406,347707,532287,298842,258952,195267,345846,489718,274295,227875,160083,357424,589944,261561,215112,200440,370720,571416,349940,275375,220524,382768,678959,356426,304242,231302,451303,774430,466120,369994,260577,524306,685986,400255,390969,273095,462666
DA1 3,581200,344107,324098,217167,347792,547083,380875,355050,208000,370815,357778,218200,209900,65000,247343,526250,426684,375017,204187,374183,617000,369875,367077,210714,348000,354167,224623,202286,152727,220030,509000,415200,397071,219250,370474,643750,414167,422600,229643,379804,367300,203636,199631,104800,209837,318071,216959,215956,129149,213953,311975,244149,219385,155037,228929,338750,202042,193577,135500,209453,312071,215385,211286,126444,211190,396944,247955,265482,158111,266041,460143,336250,309560,148562,308994,527307,343308,340083,204200,353819,553833,337723,304859,188050,325197
DA1 4,423500,339273,311771,214471,277956,477375,349185,310667,217255,299186,221000,186467,169651,137892,163282,522500,366139,340891,222515,302757,398750,350318,328500,208885,280089,0,210232,177841,143817,176141,0,424379,378592,229974,340398,460000,411167,362053,224516,332886,0,200683,202696,152192,173555,276667,209773,181135,138274,177112,296833,225651,218006,148334,187292,214163,197311,170703,137776,171779,278333,183015,169750,138035,170080,347250,263456,244885,183945,225801,407500,276257,238644,172873,220622,355000,334712,297697,223508,278768,351750,318067,281609,210056,260792
DA14 4,715227,490324,399661,271373,389484,686692,492704,392173,284945,406326,449571,262342,215422,153282,229088,733714,573781,483643,274554,471592,701200,530418,417020,281218,422389,551667,313786,248800,175661,240788,878105,573859,521500,291858,472038,916000,584684,487014,272818,469078,502227,308298,250928,175309,249505,476666,316851,235266,159882,254909,467844,330137,260742,168483,275345,464757,308155,253000,154096,259476,457396,317872,234966,147132,272155,592550,385067,288814,186681,313219,570788,420712,340155,210096,329379,655714,461379,400604,328822,390136,654071,487299,386228,224914,396820
DA14 5,908750,399655,339094,237050,388701,641249,406643,311118,203333,372552,363125,212192,173555,128250,204453,712083,459107,364020,300443,386237,563929,431853,359730,204337,390500,567167,246722,192062,162417,247570,800000,468556,400542,251273,377194,673750,426081,377667,235000,401808,536750,258333,186485,119375,246224,573690,254833,195338,143790,242107,591500,269659,204386,140499,235851,397499,241360,210562,183500,247266,369575,257955,186125,86993,210537,434773,337350,248569,159499,298964,510400,342705,272900,210573,307386,583750,397278,311662,175600,336062,735714,397484,316739,180406,361373
DA14 6,649620,443717,374696,266627,326732,632643,426146,418167,253658,334924,406333,247386,206750,164544,194155,775000,530891,428259,263566,362355,813071,475365,387909,234677,356866,600000,303133,230128,176968,209850,892250,555643,466492,300841,366583,667500,539556,412500,294469,372698,440000,315913,232833,165341,222107,488182,297463,265265,175290,223832,356875,329409,244110,168891,222027,507500,258333,223880,159029,204842,486750,284021,223536,164604,209627,481464,342485,286660,201036,252920,702125,421383,337073,219769,310794,737500,442435,350531,203925,288825,690000,439147,366109,270395,322064
DA15 7,667000,531086,424028,253983,414494,770000,551929,397333,251207,399689,470246,286477,245800,163090,271713,907625,611664,434839,263671,451886,798000,549656,449846,262883,442159,472500,328091,250142,170067,234461,890625,633718,467975,276410,475441,1030037,656762,515937,247878,469531,554200,333808,265800,178022,285961,500444,321247,258750,167030,280914,509426,377548,265540,168384,258489,515786,343419,245167,139640,266647,566722,316885,241135,160500,288916,606923,415799,340187,178900,310922,724018,484214,370303,197935,366095,873000,525343,393588,262757,447962,862000,507536,414147,252626,369686
DA15 8,583769,431728,372948,248800,398649,659808,447059,374539,273519,406147,354321,245625,201872,165931,232311,682333,506439,406374,296767,469034,648424,487078,378335,271342,433209,361950,267258,225062,133750,250190,682578,545447,450624,340985,507769,759750,503420,454959,240307,473026,371705,279827,222967,154161,256419,418970,280600,225560,171976,255823,369793,288728,239235,176744,266962,408094,271013,213194,152535,249641,378431,256807,213912,173304,235573,475500,335041,276270,208790,300704,471200,370285,318964,192008,337369,620538,428512,368155,247763,396405,572421,407277,350157,246500,375734
DA15 9,560000,490957,343754,244642,398773,646000,519435,359214,249404,409434,268000,274096,192974,140786,208109,469375,547780,396917,237404,427198,680000,489300,374080,237531,409839,257333,313444,218929,157952,239280,537083,631778,443684,259222,502132,718000,626760,423107,227332,487039,366000,318867,228131,153499,265965,370850,299522,222729,150098,244690,273500,344086,222005,150727,267896,421250,321918,217792,137541,258816,285000,304481,210200,160833,243881,350000,375231,264161,170108,284030,568750,421390,302009,170055,317837,552000,506956,347341,254389,405189,460000,464712,336817,202676,361276
DA16 1,422800,399199,384838,204125,382716,0,395187,381562,214437,382384,0,214732,201605,138462,201122,555000,449947,416358,230625,434601,538750,404134,399849,215000,393351,343500,235872,217344,144149,225208,857500,467758,435460,226625,440083,567500,472206,452363,252908,457619,293750,233903,229686,138250,227940,349995,240290,227388,144522,228866,0,238381,234339,143500,229547,280000,226240,222850,127222,219039,365000,235291,206229,158167,227397,403750,284933,277110,152937,274313,436666,325178,347551,184279,319967,478000,393879,381399,232499,382930,592500,372620,367644,220872,357324
DA16 2,454484,415761,378028,255812,394411,479000,425436,374139,232633,395364,240000,220348,205406,150832,211541,491900,485266,433540,245286,456400,444000,467514,401669,263750,434319,257000,263408,226412,165636,240680,641200,501372,457625,269722,475663,571500,494584,453754,328333,476815,272409,259721,223024,155591,242372,283511,257612,227178,156833,242633,275100,268634,249770,151500,254690,227917,252671,221472,161200,237608,239374,252500,217852,154055,234114,321083,315014,286877,185056,298556,309289,353369,326171,211714,333552,470125,427767,375827,268333,401973,452812,407741,354796,233542,378071
DA16 3,0,401017,369250,227101,326769,422000,396685,360125,209348,343899,275500,199220,193192,132768,181466,549750,448519,379991,246393,393837,576000,412328,361518,230065,350596,0,241673,227257,149261,206565,444000,475040,425122,235973,390725,582500,467819,426293,200341,378491,341750,238188,202441,124535,202276,268750,242115,218457,150309,209057,257167,253144,226552,141250,214712,284000,240166,195608,135950,202692,249950,232364,195295,134543,199940,406250,292889,269465,161384,238624,421667,334671,290404,199801,272984,619700,412672,357520,224837,342982,565472,385587,372308,220677,343757
DA17 5,357020,341989,319529,212961,290934,473900,348724,317245,208759,306285,224800,200029,177441,126500,170268,485778,398319,342717,217265,326591,411714,361800,318970,204532,306292,280625,219711,192456,137777,178446,439357,428178,366735,235898,351190,583500,435437,376005,238177,362285,308666,215100,178141,127736,175135,261135,225624,186822,135383,175570,263583,226979,190195,134467,182548,259020,212365,176943,122081,170834,221998,223942,181780,126145,174916,311105,247594,226056,152397,209908,314786,290300,262100,169954,237098,418750,351111,325046,213342,295664,348750,358538,305340,209148,280160
DA17 6,373500,335083,317083,223181,269217,426667,366238,327200,222632,301645,0,202938,160896,128366,167478,491900,388519,340109,213515,321054,465000,371700,345715,214320,316165,342750,246556,210463,131340,192035,437750,433538,385829,221437,347902,499400,447500,377521,218446,319082,241000,214587,174286,129889,156561,300687,215499,187947,137630,186311,294000,234484,186030,136890,167720,268333,230136,173912,129197,182816,293333,199490,185424,124866,179909,294249,260673,218269,145660,184437,353625,286057,240513,166084,197562,432666,327892,297520,223382,281133,424250,330598,298358,224003,277933
DA18 4,0,0,337200,175000,310167,0,0,308708,195000,299962,0,0,161950,97500,151208,0,0,318500,191497,286749,0,0,286625,241333,274273,0,133000,168750,137750,163596,0,0,316873,202500,286373,0,0,327250,180000,293269,0,0,149000,81750,128308,0,207000,160153,117066,150149,0,0,157250,93499,136000,0,0,106556,65125,93808,0,0,142000,84817,127704,0,0,198316,116625,174111,0,0,216100,137667,198000,0,0,279667,178750,239300,0,300000,271143,162875,237458
DA5 1,591571,460460,403022,303094,420092,711810,484298,419244,259472,464182,499429,261645,235226,182200,261602,724417,546628,401815,282803,496924,684111,489602,424750,259909,451858,441667,296224,240954,199412,267630,733396,578244,501412,296712,519500,728833,587613,501444,273450,498211,462580,305658,243176,209098,289741,450635,302356,233170,181814,271818,492740,313260,295385,227610,300541,405028,268270,246731,186808,282129,456612,302488,258963,177167,297623,469009,355078,295714,203557,333682,506456,404783,348154,244843,373715,643454,442149,405590,286433,424678,604375,429113,393033,269058,416932
